Year,Industry,Employment_thousands
1995,Forestry and logging and support ac,0.3
1995,"Fishing, hunting and trapping [114]",2.4
1995,Utilities,0.2
1995,Construction,4.3
1995,Manufacturing,4.5
1995,"Durables [321, 327, 331-339]",1.2
1995,"Non-durables [311-316, 322-326]",3.3
1995,"Wholesale and retail trade [41, 44-",8.8
1995,Wholesale trade,1.3
1995,Retail,7.5
1995,Transport & warehousing,2.6
1995,Finance & real estate,2.0
1995,Finance and insurance [52],1.4
1995,Real estate and rental and leasing ,0.6
1995,Professional services,1.6
1995,Business support,1.1
1995,Education,4.2
1995,Healthcare,6.4
1995,"Info, culture & rec",1.7
1995,Accommodation & food,4.6
1995,Other services,3.1
1995,Public admin,5.6
1995,Agriculture,6.7
1995,"Forestry, mining & energy",14.7
1995,Forestry and logging and support ac,3.6
1995,"Fishing, hunting and trapping [114]",6.9
1995,"Mining, quarrying, and oil and gas ",4.3
1995,Utilities,2.2
1995,Construction,20.2
1995,Manufacturing,40.4
1995,"Durables [321, 327, 331-339]",14.3
1995,"Non-durables [311-316, 322-326]",26.0
1995,"Wholesale and retail trade [41, 44-",63.6
1995,Wholesale trade,8.5
1995,Retail,55.0
1995,Transport & warehousing,17.2
1995,Finance & real estate,21.4
1995,Finance and insurance [52],14.4
1995,Real estate and rental and leasing ,7.0
1995,Professional services,14.0
1995,Business support,10.7
1995,Education,25.0
1995,Healthcare,45.1
1995,"Info, culture & rec",18.1
1995,Accommodation & food,23.2
1995,Other services,20.5
1995,Public admin,32.8
1995,Agriculture,5.9
1995,"Forestry, mining & energy",12.9
1995,Forestry and logging and support ac,5.5
1995,"Fishing, hunting and trapping [114]",3.7
1995,"Mining, quarrying, and oil and gas ",3.7
1995,Utilities,3.6
1995,Construction,18.3
1995,Manufacturing,37.1
1995,"Durables [321, 327, 331-339]",14.7
1995,"Non-durables [311-316, 322-326]",22.4
1995,"Wholesale and retail trade [41, 44-",51.1
1995,Wholesale trade,8.6
1995,Retail,42.5
1995,Transport & warehousing,17.3
1995,Finance & real estate,14.5
1995,Finance and insurance [52],10.0
1995,Real estate and rental and leasing ,4.5
1995,Professional services,8.3
1995,Business support,7.6
1995,Education,22.0
1995,Healthcare,37.0
1995,"Info, culture & rec",10.8
1995,Accommodation & food,20.8
1995,Other services,17.4
1995,Public admin,22.9
1995,Agriculture,69.2
1995,"Forestry, mining & energy",47.3
1995,Forestry and logging and support ac,24.1
1995,"Fishing, hunting and trapping [114]",1.6
1995,"Mining, quarrying, and oil and gas ",21.5
1995,Utilities,32.2
1995,Construction,138.1
1995,Manufacturing,553.6
1995,"Durables [321, 327, 331-339]",262.1
1995,"Non-durables [311-316, 322-326]",291.5
1995,"Wholesale and retail trade [41, 44-",503.9
1995,Wholesale trade,105.7
1995,Retail,398.3
1995,Transport & warehousing,146.8
1995,Finance & real estate,193.4
1995,Finance and insurance [52],144.0
1995,Real estate and rental and leasing ,49.4
1995,Professional services,141.0
1995,Business support,87.0
1995,Education,222.3
1995,Healthcare,349.4
1995,"Info, culture & rec",113.6
1995,Accommodation & food,181.0
1995,Other services,155.5
1995,Public admin,201.1
1995,Agriculture,104.3
1995,"Forestry, mining & energy",45.3
1995,Forestry and logging and support ac,12.6
1995,"Mining, quarrying, and oil and gas ",31.7
1995,Utilities,49.7
1995,Construction,268.4
1995,Manufacturing,879.0
1995,"Durables [321, 327, 331-339]",544.7
1995,"Non-durables [311-316, 322-326]",334.4
1995,"Wholesale and retail trade [41, 44-",757.8
1995,Wholesale trade,158.6
1995,Retail,599.2
1995,Transport & warehousing,241.5
1995,Finance & real estate,360.3
1995,Finance and insurance [52],256.4
1995,Real estate and rental and leasing ,103.8
1995,Professional services,300.3
1995,Business support,170.6
1995,Education,356.0
1995,Healthcare,505.4
1995,"Info, culture & rec",232.0
1995,Accommodation & food,290.6
1995,Other services,237.3
1995,Public admin,301.5
1995,Agriculture,38.6
1995,"Forestry, mining & energy",7.9
1995,Forestry and logging and support ac,1.2
1995,"Mining, quarrying, and oil and gas ",6.5
1995,Utilities,5.6
1995,Construction,23.5
1995,Manufacturing,56.5
1995,"Durables [321, 327, 331-339]",30.3
1995,"Non-durables [311-316, 322-326]",26.2
1995,"Wholesale and retail trade [41, 44-",81.4
1995,Wholesale trade,18.7
1995,Retail,62.7
1995,Transport & warehousing,34.1
1995,Finance & real estate,29.2
1995,Finance and insurance [52],21.4
1995,Real estate and rental and leasing ,7.8
1995,Professional services,17.6
1995,Business support,14.1
1995,Education,36.9
1995,Healthcare,60.9
1995,"Info, culture & rec",20.3
1995,Accommodation & food,33.1
1995,Other services,22.1
1995,Public admin,34.8
1995,Agriculture,73.3
1995,"Forestry, mining & energy",12.7
1995,Forestry and logging and support ac,1.7
1995,"Mining, quarrying, and oil and gas ",10.8
1995,Utilities,5.0
1995,Construction,22.1
1995,Manufacturing,26.0
1995,"Durables [321, 327, 331-339]",14.1
1995,"Non-durables [311-316, 322-326]",11.9
1995,"Wholesale and retail trade [41, 44-",70.0
1995,Wholesale trade,15.3
1995,Retail,54.7
1995,Transport & warehousing,22.9
1995,Finance & real estate,25.2
1995,Finance and insurance [52],17.8
1995,Real estate and rental and leasing ,7.4
1995,Professional services,13.9
1995,Business support,9.3
1995,Education,29.9
1995,Healthcare,49.4
1995,"Info, culture & rec",17.3
1995,Accommodation & food,28.0
1995,Other services,23.8
1995,Public admin,29.4
1995,Agriculture,90.8
1995,"Forestry, mining & energy",80.7
1995,Forestry and logging and support ac,5.6
1995,"Mining, quarrying, and oil and gas ",75.0
1995,Utilities,12.6
1995,Construction,93.4
1995,Manufacturing,106.4
1995,"Durables [321, 327, 331-339]",58.3
1995,"Non-durables [311-316, 322-326]",48.1
1995,"Wholesale and retail trade [41, 44-",213.4
1995,Wholesale trade,47.6
1995,Retail,165.8
1995,Transport & warehousing,71.3
1995,Finance & real estate,75.5
1995,Finance and insurance [52],48.4
1995,Real estate and rental and leasing ,27.1
1995,Professional services,68.9
1995,Business support,43.0
1995,Education,90.5
1995,Healthcare,126.8
1995,"Info, culture & rec",61.3
1995,Accommodation & food,90.3
1995,Other services,68.8
1995,Public admin,71.3
1995,Agriculture,25.7
1995,"Forestry, mining & energy",54.8
1995,Forestry and logging and support ac,36.1
1995,"Fishing, hunting and trapping [114]",4.5
1995,"Mining, quarrying, and oil and gas ",14.2
1995,Utilities,10.6
1995,Construction,126.0
1995,Manufacturing,188.1
1995,"Durables [321, 327, 331-339]",110.7
1995,"Non-durables [311-316, 322-326]",77.4
1995,"Wholesale and retail trade [41, 44-",294.0
1995,Wholesale trade,65.3
1995,Retail,228.7
1995,Transport & warehousing,97.1
1995,Finance & real estate,116.7
1995,Finance and insurance [52],70.0
1995,Real estate and rental and leasing ,46.7
1995,Professional services,104.3
1995,Business support,55.8
1995,Education,124.1
1995,Healthcare,179.0
1995,"Info, culture & rec",84.2
1995,Accommodation & food,134.4
1995,Other services,89.0
1995,Public admin,102.1
1996,Agriculture,1.2
1996,"Forestry, mining & energy",14.3
1996,Forestry and logging and support ac,1.2
1996,"Fishing, hunting and trapping [114]",8.6
1996,"Mining, quarrying, and oil and gas ",4.6
1996,Utilities,1.9
1996,Construction,9.8
1996,Manufacturing,13.0
1996,"Durables [321, 327, 331-339]",3.1
1996,"Non-durables [311-316, 322-326]",9.9
1996,"Wholesale and retail trade [41, 44-",33.4
1996,Wholesale trade,4.3
1996,Retail,29.1
1996,Transport & warehousing,10.2
1996,Finance & real estate,7.1
1996,Finance and insurance [52],5.1
1996,Real estate and rental and leasing ,1.9
1996,Professional services,5.4
1996,Business support,3.2
1996,Education,16.1
1996,Healthcare,29.8
1996,"Info, culture & rec",7.4
1996,Accommodation & food,9.8
1996,Other services,10.1
1996,Public admin,16.2
1996,Agriculture,4.3
1996,"Forestry, mining & energy",2.5
1996,Forestry and logging and support ac,0.3
1996,"Fishing, hunting and trapping [114]",2.1
1996,Utilities,0.2
1996,Construction,4.8
1996,Manufacturing,5.0
1996,"Durables [321, 327, 331-339]",1.4
1996,"Non-durables [311-316, 322-326]",3.7
1996,"Wholesale and retail trade [41, 44-",8.9
1996,Wholesale trade,1.4
1996,Retail,7.5
1996,Transport & warehousing,2.4
1996,Finance & real estate,2.1
1996,Finance and insurance [52],1.5
1996,Real estate and rental and leasing ,0.7
1996,Professional services,1.6
1996,Business support,1.1
1996,Education,4.0
1996,Healthcare,6.4
1996,"Info, culture & rec",2.3
1996,Accommodation & food,4.0
1996,Other services,3.3
1996,Public admin,5.7
1996,Agriculture,6.8
1996,"Forestry, mining & energy",14.6
1996,Forestry and logging and support ac,4.2
1996,"Fishing, hunting and trapping [114]",6.9
1996,"Mining, quarrying, and oil and gas ",3.5
1996,Utilities,2.2
1996,Construction,19.6
1996,Manufacturing,37.0
1996,"Durables [321, 327, 331-339]",14.2
1996,"Non-durables [311-316, 322-326]",22.8
1996,"Wholesale and retail trade [41, 44-",66.4
1996,Wholesale trade,10.8
1996,Retail,55.5
1996,Transport & warehousing,16.9
1996,Finance & real estate,22.0
1996,Finance and insurance [52],16.3
1996,Real estate and rental and leasing ,5.7
1996,Professional services,14.7
1996,Business support,11.0
1996,Education,24.9
1996,Healthcare,45.0
1996,"Info, culture & rec",17.3
1996,Accommodation & food,25.9
1996,Other services,21.1
1996,Public admin,31.4
1996,Agriculture,5.6
1996,"Forestry, mining & energy",12.2
1996,Forestry and logging and support ac,4.7
1996,"Fishing, hunting and trapping [114]",3.8
1996,"Mining, quarrying, and oil and gas ",3.7
1996,Utilities,3.2
1996,Construction,18.6
1996,Manufacturing,35.3
1996,"Durables [321, 327, 331-339]",13.3
1996,"Non-durables [311-316, 322-326]",22.0
1996,"Wholesale and retail trade [41, 44-",51.5
1996,Wholesale trade,9.0
1996,Retail,42.5
1996,Transport & warehousing,17.4
1996,Finance & real estate,14.7
1996,Finance and insurance [52],10.3
1996,Real estate and rental and leasing ,4.4
1996,Professional services,9.2
1996,Business support,9.0
1996,Education,21.6
1996,Healthcare,37.4
1996,"Info, culture & rec",10.5
1996,Accommodation & food,20.0
1996,Other services,17.5
1996,Public admin,22.1
1996,Agriculture,65.0
1996,"Forestry, mining & energy",40.9
1996,Forestry and logging and support ac,23.0
1996,"Fishing, hunting and trapping [114]",1.5
1996,"Mining, quarrying, and oil and gas ",16.3
1996,Utilities,34.2
1996,Construction,134.8
1996,Manufacturing,542.2
1996,"Durables [321, 327, 331-339]",265.0
1996,"Non-durables [311-316, 322-326]",277.2
1996,"Wholesale and retail trade [41, 44-",504.3
1996,Wholesale trade,113.5
1996,Retail,390.8
1996,Transport & warehousing,147.0
1996,Finance & real estate,197.0
1996,Finance and insurance [52],146.7
1996,Real estate and rental and leasing ,50.3
1996,Professional services,146.4
1996,Business support,91.2
1996,Education,226.1
1996,Healthcare,343.8
1996,"Info, culture & rec",125.8
1996,Accommodation & food,180.8
1996,Other services,154.2
1996,Public admin,199.0
1996,Agriculture,101.7
1996,"Forestry, mining & energy",46.1
1996,Forestry and logging and support ac,10.8
1996,"Fishing, hunting and trapping [114]",1.5
1996,"Mining, quarrying, and oil and gas ",33.8
1996,Utilities,50.2
1996,Construction,261.7
1996,Manufacturing,905.9
1996,"Durables [321, 327, 331-339]",563.9
1996,"Non-durables [311-316, 322-326]",342.0
1996,"Wholesale and retail trade [41, 44-",777.2
1996,Wholesale trade,158.9
1996,Retail,618.2
1996,Transport & warehousing,243.2
1996,Finance & real estate,370.3
1996,Finance and insurance [52],268.8
1996,Real estate and rental and leasing ,101.5
1996,Professional services,315.2
1996,Business support,177.7
1996,Education,341.6
1996,Healthcare,501.5
1996,"Info, culture & rec",233.5
1996,Accommodation & food,310.1
1996,Other services,242.3
1996,Public admin,287.9
1996,Agriculture,39.5
1996,"Forestry, mining & energy",8.9
1996,Forestry and logging and support ac,1.6
1996,"Mining, quarrying, and oil and gas ",7.0
1996,Utilities,5.2
1996,Construction,25.0
1996,Manufacturing,57.9
1996,"Durables [321, 327, 331-339]",31.5
1996,"Non-durables [311-316, 322-326]",26.3
1996,"Wholesale and retail trade [41, 44-",77.2
1996,Wholesale trade,15.0
1996,Retail,62.2
1996,Transport & warehousing,33.8
1996,Finance & real estate,28.0
1996,Finance and insurance [52],19.8
1996,Real estate and rental and leasing ,8.2
1996,Professional services,18.9
1996,Business support,12.8
1996,Education,36.7
1996,Healthcare,61.7
1996,"Info, culture & rec",20.1
1996,Accommodation & food,33.5
1996,Other services,22.0
1996,Public admin,36.5
1996,Agriculture,70.8
1996,"Forestry, mining & energy",14.0
1996,Forestry and logging and support ac,1.9
1996,"Mining, quarrying, and oil and gas ",12.1
1996,Utilities,4.2
1996,Construction,19.7
1996,Manufacturing,27.9
1996,"Durables [321, 327, 331-339]",15.9
1996,"Non-durables [311-316, 322-326]",12.1
1996,"Wholesale and retail trade [41, 44-",69.2
1996,Wholesale trade,15.7
1996,Retail,53.5
1996,Transport & warehousing,23.0
1996,Finance & real estate,24.2
1996,Finance and insurance [52],17.6
1996,Real estate and rental and leasing ,6.6
1996,Professional services,14.5
1996,Business support,8.9
1996,Education,31.5
1996,Healthcare,48.9
1996,"Info, culture & rec",17.0
1996,Accommodation & food,28.9
1996,Other services,23.1
1996,Public admin,28.6
1996,Agriculture,92.5
1996,"Forestry, mining & energy",84.6
1996,Forestry and logging and support ac,3.5
1996,"Mining, quarrying, and oil and gas ",80.9
1996,Utilities,12.4
1996,Construction,98.0
1996,Manufacturing,106.8
1996,"Durables [321, 327, 331-339]",56.7
1996,"Non-durables [311-316, 322-326]",50.1
1996,"Wholesale and retail trade [41, 44-",215.7
1996,Wholesale trade,49.3
1996,Retail,166.4
1996,Transport & warehousing,79.2
1996,Finance & real estate,73.4
1996,Finance and insurance [52],49.1
1996,Real estate and rental and leasing ,24.3
1996,Professional services,76.3
1996,Business support,46.2
1996,Education,92.1
1996,Healthcare,133.1
1996,"Info, culture & rec",60.9
1996,Accommodation & food,93.2
1996,Other services,68.4
1996,Public admin,72.8
1996,Agriculture,30.3
1996,"Forestry, mining & energy",54.7
1996,Forestry and logging and support ac,32.0
1996,"Fishing, hunting and trapping [114]",5.2
1996,"Mining, quarrying, and oil and gas ",17.5
1996,Utilities,10.3
1996,Construction,120.0
1996,Manufacturing,193.5
1996,"Durables [321, 327, 331-339]",112.8
1996,"Non-durables [311-316, 322-326]",80.7
1996,"Wholesale and retail trade [41, 44-",291.2
1996,Wholesale trade,67.6
1996,Retail,223.6
1996,Transport & warehousing,100.0
1996,Finance & real estate,122.3
1996,Finance and insurance [52],74.2
1996,Real estate and rental and leasing ,48.0
1996,Professional services,107.5
1996,Business support,60.0
1996,Education,118.2
1996,Healthcare,185.3
1996,"Info, culture & rec",83.1
1996,Accommodation & food,140.0
1996,Other services,90.7
1996,Public admin,106.4
1997,Agriculture,1.1
1997,"Forestry, mining & energy",14.5
1997,Forestry and logging and support ac,1.5
1997,"Fishing, hunting and trapping [114]",7.9
1997,"Mining, quarrying, and oil and gas ",5.1
1997,Utilities,2.3
1997,Construction,8.8
1997,Manufacturing,15.7
1997,"Durables [321, 327, 331-339]",3.1
1997,"Non-durables [311-316, 322-326]",12.6
1997,"Wholesale and retail trade [41, 44-",33.3
1997,Wholesale trade,4.1
1997,Retail,29.2
1997,Transport & warehousing,10.0
1997,Finance & real estate,7.3
1997,Finance and insurance [52],5.2
1997,Real estate and rental and leasing ,2.1
1997,Professional services,5.3
1997,Business support,3.3
1997,Education,16.2
1997,Healthcare,28.0
1997,"Info, culture & rec",6.6
1997,Accommodation & food,10.1
1997,Other services,9.9
1997,Public admin,17.3
1997,Agriculture,4.2
1997,"Forestry, mining & energy",2.5
1997,Forestry and logging and support ac,0.3
1997,"Fishing, hunting and trapping [114]",2.1
1997,"Mining, quarrying, and oil and gas ",0.2
1997,Construction,4.5
1997,Manufacturing,5.3
1997,"Durables [321, 327, 331-339]",1.6
1997,"Non-durables [311-316, 322-326]",3.7
1997,"Wholesale and retail trade [41, 44-",8.9
1997,Wholesale trade,1.4
1997,Retail,7.5
1997,Transport & warehousing,2.1
1997,Finance & real estate,1.9
1997,Finance and insurance [52],1.3
1997,Real estate and rental and leasing ,0.6
1997,Professional services,1.8
1997,Business support,1.1
1997,Education,4.1
1997,Healthcare,6.7
1997,"Info, culture & rec",2.2
1997,Accommodation & food,4.1
1997,Other services,3.7
1997,Public admin,5.4
1997,Agriculture,7.1
1997,"Forestry, mining & energy",14.8
1997,Forestry and logging and support ac,3.6
1997,"Fishing, hunting and trapping [114]",7.0
1997,"Mining, quarrying, and oil and gas ",4.3
1997,Utilities,2.2
1997,Construction,21.0
1997,Manufacturing,37.1
1997,"Durables [321, 327, 331-339]",14.3
1997,"Non-durables [311-316, 322-326]",22.9
1997,"Wholesale and retail trade [41, 44-",66.8
1997,Wholesale trade,10.8
1997,Retail,56.0
1997,Transport & warehousing,16.6
1997,Finance & real estate,21.3
1997,Finance and insurance [52],15.6
1997,Real estate and rental and leasing ,5.7
1997,Professional services,15.6
1997,Business support,12.3
1997,Education,28.1
1997,Healthcare,46.7
1997,"Info, culture & rec",16.7
1997,Accommodation & food,25.6
1997,Other services,20.1
1997,Public admin,30.2
1997,Agriculture,6.4
1997,"Forestry, mining & energy",13.2
